code,name,listed_date
059983,益航群益17購02,2022/01/13
059984,長榮群益19購05,2022/01/13
059985,長榮群益19購06,2022/01/13
059986,長榮群益19購07,2022/01/13
059987,裕民群益17購02,2022/01/13
059988,榮運群益17購01,2022/01/13
059989,華航群益17購01,2022/01/13
059990,東森群益17購01,2022/01/13
059991,富邦金群益17購01,2022/01/13
059992,晶豪科群益17購03,2022/01/13
059993,大立光群益18購06,2022/01/13
059994,建漢群益17購01,2022/01/13
059995,昇貿群益18購02,2022/01/13
059996,京鼎群益18購02,2022/01/13
059997,敦泰群益17購01,2022/01/13
059998,TPK群益17購01,2022/01/13
059999,大眾控群益18購01,2022/01/13
060000,大眾控群益19購01,2022/01/13
060001,大眾控群益1A購01,2022/01/13
060002,和碩群益17購01,2022/01/13
060003,愛普群益17購01,2022/01/13
060004,惠特群益17購03,2022/01/13
060005,台達化凱基17購01,2022/01/13
060006,台肥凱基19購02,2022/01/13
060007,大成鋼凱基17購05,2022/01/13
060008,南帝凱基17購01,2022/01/13
060009,金寶凱基17購02,2022/01/13
060010,威盛凱基21購01,2022/01/13
060011,飛宏凱基1B購01,2022/01/13
060012,長榮凱基17購17,2022/01/13
060013,陽明凱基17購15,2022/01/13
060014,華航凱基31購01,2022/01/13
060015,東森凱基19購01,2022/01/13
060016,東森凱基21購01,2022/01/13
060017,萬海凱基17購13,2022/01/13
060018,長榮航凱基1B購04,2022/01/13
060019,長榮航凱基24購01,2022/01/13
060020,富邦金凱基24購01,2022/01/13
060021,國泰金凱基19購01,2022/01/13
060022,玉山金凱基1B購01,2022/01/13
060023,永豐金凱基1B購01,2022/01/13
060024,晶豪科凱基17購03,2022/01/13
060025,欣興凱基17購10,2022/01/13
060026,欣興凱基17購11,2022/01/13
060027,和鑫凱基17購02,2022/01/13
060028,群創凱基17購05,2022/01/13
060029,TPK凱基18購01,2022/01/13
060030,大眾控凱基17購01,2022/01/13
060031,富采凱基1B購01,2022/01/13
060032,和碩凱基18購01,2022/01/13
060033,傳奇凱基17購02,2022/01/13
060034,傳奇凱基17購03,2022/01/13
060035,達運凱基17購02,2022/01/13
060036,聯茂凱基17購01,2022/01/13
060037,台表科凱基1B購01,2022/01/13
060038,東哥凱基17購03,2022/01/13
060039,世紀鋼凱基19購01,2022/01/13
060040,臺股指凱基18購22,2022/01/13
060041,臺股指凱基18購23,2022/01/13
060042,力山永豐17購01,2022/01/13
060043,南帝永豐17購01,2022/01/13
060044,台亞永豐17購02,2022/01/13
060045,凱美永豐17購02,2022/01/13
060046,技嘉永豐17購01,2022/01/13
060047,友達永豐17購01,2022/01/13
060048,一詮永豐17購02,2022/01/13
060049,東森永豐17購03,2022/01/13
060050,東森永豐19購01,2022/01/13
060051,晶豪科永豐17購01,2022/01/13
060052,緯創永豐17購01,2022/01/13
060053,群創永豐17購01,2022/01/13
060054,揚明光永豐17購02,2022/01/13
060055,大眾控永豐17購01,2022/01/13
060056,合勤控永豐17購01,2022/01/13
060057,康普永豐17購03,2022/01/13
060058,台表科永豐17購02,2022/01/13
060059,愛普永豐17購02,2022/01/13
060060,威鋒電永豐17購01,2022/01/13
060061,台灣50元富17購05,2022/01/13
060062,滬深2X元富17購03,2022/01/13
060063,滬深2X元富1A購01,2022/01/13
060064,A50正2元富21購02,2022/01/13
060065,台積電元富1A購05,2022/01/13
060066,台積電元富1A購06,2022/01/13
060067,華邦電元富17購01,2022/01/13
060068,建準元富17購02,2022/01/13
060069,長榮元富24購01,2022/01/13
060070,東森元富1A購01,2022/01/13
060071,東森元富1A購02,2022/01/13
060072,長榮航元富17購08,2022/01/13
060073,奇鋐元富17購01,2022/01/13
060074,揚明光元富1A購01,2022/01/13
060075,祥碩元富1A購01,2022/01/13
060076,同欣電元富18購04,2022/01/13
060077,鴻海麥證1A購01,2022/01/13
060078,台積電麥證1A購03,2022/01/13
060079,台積電麥證26購01,2022/01/13
060080,偉詮電麥證17購01,2022/01/13
060081,東森麥證17購01,2022/01/13
060082,富邦金麥證17購02,2022/01/13
060083,和鑫麥證17購02,2022/01/13
060084,和碩麥證17購01,2022/01/13
060085,滬深2X國票1A購01,2022/01/13
060086,台肥國票18購01,2022/01/13
060087,南帝國票18購01,2022/01/13
060088,鴻海國票19購01,2022/01/13
060089,台積電國票17購10,2022/01/13
060090,台積電國票18購07,2022/01/13
060091,台積電國票19購03,2022/01/13
060092,金像電國票18購01,2022/01/13
060093,飛宏國票18購02,2022/01/13
060094,陽明國票17購08,2022/01/13
060095,華航國票17購02,2022/01/13
060096,華航國票18購01,2022/01/13
060097,華航國票18購02,2022/01/13
060098,華航國票18購03,2022/01/13
060099,華航國票19購01,2022/01/13
060100,華航國票19購02,2022/01/13
060101,華航國票1A購01,2022/01/13
060102,東森國票18購02,2022/01/13
060103,耀登國票18購01,2022/01/13
060104,景碩國票18購01,2022/01/13
060105,大眾控國票17購01,2022/01/13
060106,富采國票18購02,2022/01/13
060107,新唐國票18購01,2022/01/13
060108,台表科國票18購01,2022/01/13
060109,威鋒電國票17購03,2022/01/13
060110,南電國票18購01,2022/01/13
060111,元石油元大17購04,2022/01/13
060112,SGBR2X元大17購02,2022/01/13
060113,力山元大17購01,2022/01/13
060114,和益元大17購01,2022/01/13
060115,永光元大17購02,2022/01/13
060116,聯電元大17購10,2022/01/13
060117,聯電元大17購11,2022/01/13
060118,聯電元大19購08,2022/01/13
060119,鴻海元大17購09,2022/01/13
060120,鴻海元大1B購03,2022/01/13
060121,國巨元大17購11,2022/01/13
060122,國巨元大17購12,2022/01/13
060123,國巨元大17購13,2022/01/13
060124,台積電元大17購21,2022/01/13
060125,台積電元大17購22,2022/01/13
060126,台積電元大1A購04,2022/01/13
060127,台亞元大18購04,2022/01/13
060128,台光電元大17購05,2022/01/13
060129,南亞科元大17購02,2022/01/13
060130,友達元大17購11,2022/01/13
060131,美律元大17購02,2022/01/13
060132,可成元大17購02,2022/01/13
060133,鉅祥元大17購03,2022/01/13
060134,鉅祥元大18購01,2022/01/13
060135,華新科元大19購02,2022/01/13
060136,長榮元大17購22,2022/01/13
060137,長榮元大19購11,2022/01/13
060138,華航元大17購05,2022/01/13
060139,華航元大17購06,2022/01/13
060140,華航元大18購03,2022/01/13
060141,東森元大17購05,2022/01/13
060142,東森元大19購02,2022/01/13
060143,台驊控元大18購02,2022/01/13
060144,晶豪科元大17購08,2022/01/13
060145,大立光元大17購21,2022/01/13
060146,大立光元大17購22,2022/01/13
060147,大立光元大17購23,2022/01/13
060148,華立元大17購02,2022/01/13
060149,亞光元大17購05,2022/01/13
060150,玉晶光元大19購04,2022/01/13
060151,敦泰元大17購03,2022/01/13
060152,大眾控元大17購02,2022/01/13
060153,大眾控元大18購01,2022/01/13
060154,大眾控元大19購01,2022/01/13
060155,富采元大19購01,2022/01/13
060156,富采元大1B購01,2022/01/13
060157,康普元大18購02,2022/01/13
060158,盛群元大17購03,2022/01/13
060159,同欣電元大17購08,2022/01/13
060160,樺漢元大18購03,2022/01/13
060161,惠特元大19購03,2022/01/13
060162,中鋼構富邦18購02,2022/01/13
060163,友達富邦17購02,2022/01/13
060164,東森富邦18購01,2022/01/13
060165,大眾控富邦17購01,2022/01/13
060166,台表科富邦18購01,2022/01/13
060167,大眾控中信17購01,2022/01/14
060168,大眾控中信18購01,2022/01/14
060169,大眾控中信19購01,2022/01/14
060170,泰鼎中信19購01,2022/01/14
060171,台肥國泰19購01,2022/01/14
060172,台達電國泰19購01,2022/01/14
060173,台積電國泰19購09,2022/01/14
060174,長榮國泰19購08,2022/01/14
060175,長榮國泰19購09,2022/01/14
060176,長榮國泰19購10,2022/01/14
060177,長榮國泰19購11,2022/01/14
060178,長榮國泰19購12,2022/01/14
060179,長榮國泰1A購04,2022/01/14
060180,長榮國泰1B購01,2022/01/14
060181,榮運國泰19購01,2022/01/14
060182,開發金國泰19購01,2022/01/14
060183,台新金國泰19購01,2022/01/14
060184,中信金國泰19購01,2022/01/14
060185,群創國泰19購01,2022/01/14
060186,敦泰國泰19購03,2022/01/14
060187,智邦兆豐17購01,2022/01/14
060188,台達電康和19購01,2022/01/14
060189,鴻海康和19購03,2022/01/14
060190,台亞康和18購01,2022/01/14
060191,華新科康和17購01,2022/01/14
060192,華新科康和19購01,2022/01/14
060193,友達第一28購01,2022/01/14
060194,長榮元富22購01,2022/01/14
060195,大眾控元富17購01,2022/01/14
060196,大眾控元富18購01,2022/01/14
060197,大眾控元富1A購01,2022/01/14
060198,南帝麥證17購01,2022/01/14
060199,華新永豐17購01,2022/01/14
060200,聯電永豐17購02,2022/01/14
060201,長榮永豐17購06,2022/01/14
060202,國泰金永豐17購01,2022/01/14
060203,開發金永豐18購01,2022/01/14
060204,中信金永豐17購01,2022/01/14
060205,彩晶永豐17購01,2022/01/14
060206,晶碩永豐17購02,2022/01/14
060207,惠特永豐17購01,2022/01/14
060208,滬深2X凱基1C購01,2022/01/14
060209,台塑凱基18購02,2022/01/14
060210,力山凱基17購01,2022/01/14
060211,中砂凱基18購03,2022/01/14
060212,中鋼構凱基17購01,2022/01/14
060213,聯電凱基18購14,2022/01/14
060214,台達電凱基1A購01,2022/01/14
060215,鴻海凱基1A購01,2022/01/14
060216,國巨凱基17購08,2022/01/14
060217,台積電凱基17購15,2022/01/14
060218,台積電凱基17購16,2022/01/14
060219,台積電凱基17購17,2022/01/14
060220,台積電凱基17購18,2022/01/14
060221,台積電凱基1A購05,2022/01/14
060222,聯強凱基1B購01,2022/01/14
060223,友達凱基17購12,2022/01/14
060224,友達凱基17購13,2022/01/14
060225,建準凱基17購01,2022/01/14
060226,鼎元凱基17購02,2022/01/14
060227,聯發科凱基18購09,2022/01/14
060228,鉅祥凱基19購01,2022/01/14
060229,華新科凱基18購01,2022/01/14
060230,陽明凱基19購03,2022/01/14
060231,長榮航凱基1A購05,2022/01/14
060232,華晶科凱基18購01,2022/01/14
060233,玉晶光凱基1B購01,2022/01/14
060234,群創凱基17購06,2022/01/14
060235,敦泰凱基19購01,2022/01/14
060236,敦泰凱基1B購02,2022/01/14
060237,世芯凱基18購02,2022/01/14
060238,大眾控凱基17購02,2022/01/14
060239,大眾控凱基17購03,2022/01/14
060240,合勤控凱基18購02,2022/01/14
060241,力成凱基18購01,2022/01/14
060242,惠特凱基17購03,2022/01/14
060243,潤泰新凱基17購01,2022/01/14
060244,中砂元大17購03,2022/01/14
060245,美時元大17購01,2022/01/14
060246,中鋼構元大19購01,2022/01/14
060247,聯電元大18購15,2022/01/14
060248,國巨元大1B購01,2022/01/14
060249,台積電元大17購23,2022/01/14
060250,台積電元大18購12,2022/01/14
060251,台亞元大17購04,2022/01/14
060252,宏碁元大17購03,2022/01/14
060253,威盛元大17購05,2022/01/14
060254,美律元大17購03,2022/01/14
060255,華航元大17購07,2022/01/14
060256,華航元大17購08,2022/01/14
060257,東森元大1B購01,2022/01/14
060258,慧洋元大17購03,2022/01/14
060259,慧洋元大17購04,2022/01/14
060260,富邦金元大17購04,2022/01/14
060261,國泰金元大19購03,2022/01/14
060262,開發金元大1B購01,2022/01/14
060263,奇鋐元大17購03,2022/01/14
060264,亞光元大17購06,2022/01/14
060265,昇貿元大17購03,2022/01/14
060266,華擎元大17購03,2022/01/14
060267,健策元大17購04,2022/01/14
060268,神達元大17購02,2022/01/14
060269,富采元大17購04,2022/01/14
060270,致伸元大17購02,2022/01/14
060271,天鈺元大19購01,2022/01/14
060272,中磊元大17購03,2022/01/14
060273,松翰元大17購03,2022/01/14
060274,GIS元大17購02,2022/01/14
060275,穎崴元大17購02,2022/01/14
060276,東哥元大17購02,2022/01/14
060277,威盛日盛17購01,2022/01/14
060278,聯發科日盛17購01,2022/01/14
060279,康普日盛17購01,2022/01/14
060280,台表科日盛17購01,2022/01/14
060281,國巨統一17購03,2022/01/14
060282,國巨統一19購04,2022/01/14
060283,國巨統一1C購02,2022/01/14
060284,東森統一18購01,2022/01/14
060285,東森統一19購06,2022/01/14
060286,東森統一19購07,2022/01/14
060287,玉晶光統一18購04,2022/01/14
060288,智易統一18購05,2022/01/14
060289,大眾控統一17購01,2022/01/14
060290,大眾控統一17購02,2022/01/14
060291,大眾控統一19購01,2022/01/14
060292,大眾控統一19購02,2022/01/14
060293,大眾控統一19購03,2022/01/14
060294,大眾控統一1C購01,2022/01/14
060295,大眾控統一21購01,2022/01/14
060296,富采統一19購05,2022/01/14
060297,富采統一1B購01,2022/01/14
060298,富采統一1C購01,2022/01/14
060299,盛群統一18購01,2022/01/14
060300,台表科統一18購02,2022/01/14
060301,台表科統一19購01,2022/01/14
060302,台表科統一19購02,2022/01/14
060303,樺漢統一19購02,2022/01/14
060304,中砂國票18購02,2022/01/14
060305,中鋼構國票18購01,2022/01/14
060306,台積電國票18購08,2022/01/14
060307,台亞國票18購02,2022/01/14
060308,聯強國票18購01,2022/01/14
060309,威盛國票18購01,2022/01/14
060310,友達國票18購03,2022/01/14
060311,建準國票18購01,2022/01/14
060312,長榮國票19購02,2022/01/14
060313,陽明國票18購06,2022/01/14
060314,陽明國票19購04,2022/01/14
060315,華航國票1B購01,2022/01/14
060316,華航國票21購01,2022/01/14
060317,東森國票19購02,2022/01/14
060318,台中銀國票17購01,2022/01/14
060319,富邦金國票18購02,2022/01/14
060320,國泰金國票19購01,2022/01/14
060321,開發金國票1A購01,2022/01/14
060322,新光金國票18購02,2022/01/14
060323,中信金國票17購01,2022/01/14
060324,玉晶光國票19購01,2022/01/14
060325,敦泰國票18購01,2022/01/14
060326,貿聯國票18購01,2022/01/14
060327,嘉彰國票17購01,2022/01/14
060328,傳奇國票17購02,2022/01/14
060329,傳奇國票18購01,2022/01/14
060330,潤泰新國票18購01,2022/01/14
060331,世紀鋼國票17購02,2022/01/14
060332,世紀鋼國票18購01,2022/01/14
060333,南帝富邦18購01,2022/01/14
060334,榮運富邦18購01,2022/01/14
060335,華航富邦1A購02,2022/01/14
060336,上銀國泰19購01,2022/01/17
060337,陽明國泰19購03,2022/01/17
060338,台積電兆豐17購02,2022/01/17
060339,新光金兆豐18購01,2022/01/17
060340,中砂康和17購02,2022/01/17
060341,中砂康和19購01,2022/01/17
060342,聯強康和19購01,2022/01/17
060343,富邦金康和19購01,2022/01/17
060344,國泰金康和19購02,2022/01/17
060345,開發金康和1A購01,2022/01/17
060346,日月光康和1A購01,2022/01/17
060347,日月光康和21購01,2022/01/17
060348,天鈺康和17購01,2022/01/17
060349,天鈺康和19購02,2022/01/17
060350,台肥永豐17購02,2022/01/17
060351,中鋼永豐17購01,2022/01/17
060352,台積電永豐17購02,2022/01/17
060353,順德永豐17購02,2022/01/17
060354,建準永豐17購02,2022/01/17
060355,聯發科永豐17購02,2022/01/17
060356,全新永豐17購01,2022/01/17
060357,中工永豐17購01,2022/01/17
060358,榮運永豐17購01,2022/01/17
060359,萬海永豐17購03,2022/01/17
060360,台新金永豐17購01,2022/01/17
060361,新光金永豐19購01,2022/01/17
060362,大立光永豐17購03,2022/01/17
060363,新唐永豐17購01,2022/01/17
060364,帆宣永豐17購04,2022/01/17
060365,穎崴永豐17購03,2022/01/17
060366,南茂永豐17購02,2022/01/17
060367,聯電麥證17購01,2022/01/17
060368,友達麥證19購01,2022/01/17
060369,大立光麥證19購02,2022/01/17
060370,帆宣麥證18購01,2022/01/17
060371,台肥統一17購01,2022/01/17
060372,技嘉統一19購01,2022/01/17
060373,友達統一17購02,2022/01/17
060374,友達統一18購06,2022/01/17
060375,建準統一17購01,2022/01/17
060376,立隆電統一17購01,2022/01/17
060377,強茂統一19購03,2022/01/17
060378,長榮統一19購07,2022/01/17
060379,長榮統一1C購03,2022/01/17
060380,長榮統一1C購04,2022/01/17
060381,榮運統一17購01,2022/01/17
060382,榮運統一18購01,2022/01/17
060383,富邦金統一18購01,2022/01/17
060384,富邦金統一19購01,2022/01/17
060385,富邦金統一1A購01,2022/01/17
060386,國泰金統一17購01,2022/01/17
060387,國泰金統一18購01,2022/01/17
060388,國泰金統一1A購01,2022/01/17
060389,國泰金統一1C購01,2022/01/17
060390,開發金統一17購02,2022/01/17
060391,開發金統一18購01,2022/01/17
060392,開發金統一1A購01,2022/01/17
060393,晶豪科統一19購01,2022/01/17
060394,大立光統一1C購04,2022/01/17
060395,創意統一1C購01,2022/01/17
060396,智易統一18購06,2022/01/17
060397,世芯統一1A購01,2022/01/17
060398,世芯統一1B購01,2022/01/17
060399,日月光統一1B購01,2022/01/17
060400,日月光統一1C購03,2022/01/17
060401,帆宣統一18購05,2022/01/17
060402,帆宣統一19購04,2022/01/17
060403,帆宣統一19購05,2022/01/17
060404,帆宣統一19購06,2022/01/17
060405,GIS統一1C購01,2022/01/17
060406,GIS統一1C購02,2022/01/17
060407,晶心科統一19購02,2022/01/17
060408,潤泰新統一17購01,2022/01/17
060409,潤泰新統一18購01,2022/01/17
060410,台積電日盛17購02,2022/01/17
060411,晶技日盛17購01,2022/01/17
060412,天鈺日盛17購02,2022/01/17
060413,台達電台新17購01,2022/01/17
060414,華航第一28購01,2022/01/17
060415,道瓊反群益1B購01,2022/01/17
060416,台積電群益19購03,2022/01/17
060417,台積電群益19購04,2022/01/17
060418,台積電群益19購05,2022/01/17
060419,台積電群益19購06,2022/01/17
060420,佳世達群益17購01,2022/01/17
060421,技嘉群益18購02,2022/01/17
060422,美律群益17購01,2022/01/17
060423,聯發科群益19購03,2022/01/17
060424,聯發科群益19購04,2022/01/17
060425,聯發科群益19購05,2022/01/17
060426,聯發科群益19購06,2022/01/17
060427,強茂群益17購04,2022/01/17
060428,陽明群益18購04,2022/01/17
060429,陽明群益19購05,2022/01/17
060430,陽明群益19購06,2022/01/17
060431,東森群益17購02,2022/01/17
060432,國泰金群益18購02,2022/01/17
060433,開發金群益18購01,2022/01/17
060434,新光金群益1A購01,2022/01/17
060435,大立光群益19購03,2022/01/17
060436,信邦群益17購01,2022/01/17
060437,辛耘群益18購01,2022/01/17
060438,大眾控群益17購02,2022/01/17
060439,富采群益17購01,2022/01/17
060440,傳奇群益17購01,2022/01/17
060441,傳奇群益17購02,2022/01/17
060442,祥碩群益18購01,2022/01/17
060443,康舒群益18購02,2022/01/17
060444,晶碩群益18購01,2022/01/17
060445,威鋒電群益18購02,2022/01/17
060446,大成鋼富邦19購01,2022/01/17
060447,上銀富邦19購02,2022/01/17
060448,台達電富邦19購01,2022/01/17
060449,鴻海富邦18購03,2022/01/17
060450,台積電富邦21購02,2022/01/17
060451,長榮富邦19購03,2022/01/17
060452,萬海富邦1A購01,2022/01/17
060453,欣興富邦18購03,2022/01/17
060454,玉晶光富邦1A購01,2022/01/17
060455,群創富邦19購01,2022/01/17
060456,泰鼎富邦18購01,2022/01/17
060457,帆宣富邦1A購01,2022/01/17
060458,T50反1元富1A購01,2022/01/17
060459,A50正2元富17購02,2022/01/17
060460,A50正2元富1A購01,2022/01/17
060461,大成鋼元富17購02,2022/01/17
060462,國巨元富17購11,2022/01/17
060463,台積電元富17購17,2022/01/17
060464,台積電元富17購18,2022/01/17
060465,台積電元富1A購07,2022/01/17
060466,長榮元富17購09,2022/01/17
060467,長榮元富17購10,2022/01/17
060468,陽明元富17購08,2022/01/17
060469,華航元富17購02,2022/01/17
060470,華航元富17購03,2022/01/17
060471,富邦金元富1A購01,2022/01/17
060472,國泰金元富1A購01,2022/01/17
060473,開發金元富1A購01,2022/01/17
060474,玉山金元富1A購01,2022/01/17
060475,台新金元富17購01,2022/01/17
060476,台新金元富1A購01,2022/01/17
060477,永豐金元富17購01,2022/01/17
060478,永豐金元富21購01,2022/01/17
060479,景碩元富17購06,2022/01/17
060480,大眾控元富17購02,2022/01/17
060481,大眾控元富21購01,2022/01/17
060482,富采元富18購01,2022/01/17
060483,富采元富21購01,2022/01/17
060484,中磊元富1A購02,2022/01/17
060485,帆宣元富1A購01,2022/01/17
060486,聚鼎元富17購01,2022/01/17
060487,晶心科元富17購02,2022/01/17
060488,元金2X國票17購01,2022/01/17
060489,台亞國票18購03,2022/01/17
060490,聯發科國票17購07,2022/01/17
060491,聯發科國票18購03,2022/01/17
060492,聯發科國票1A購02,2022/01/17
060493,新光金國票18購03,2022/01/17
060494,新光金國票18購04,2022/01/17
060495,新光金國票19購01,2022/01/17
060496,潤泰全國票18購01,2022/01/17
060497,辛耘國票17購01,2022/01/17
060498,乙盛國票18購02,2022/01/17
060499,穎崴國票18購01,2022/01/17
060500,南茂國票18購01,2022/01/17
060501,中砂元大18購02,2022/01/17
060502,台肥元大19購01,2022/01/17
060503,上銀元大17購05,2022/01/17
060504,聯電元大17購12,2022/01/17
060505,聯電元大1A購03,2022/01/17
060506,聯電元大1C購01,2022/01/17
060507,鴻海元大19購04,2022/01/17
060508,鴻海元大19購05,2022/01/17
060509,鴻海元大1A購03,2022/01/17
060510,國巨元大17購14,2022/01/17
060511,國巨元大1C購01,2022/01/17
060512,台積電元大1A購05,2022/01/17
060513,台積電元大1A購06,2022/01/17
060514,台積電元大1C購02,2022/01/17
060515,台亞元大17購05,2022/01/17
060516,華邦電元大17購02,2022/01/17
060517,華邦電元大17購03,2022/01/17
060518,金像電元大17購04,2022/01/17
060519,金像電元大1B購01,2022/01/17
060520,凌陽元大17購06,2022/01/17
060521,友達元大17購12,2022/01/17
060522,友達元大17購13,2022/01/17
060523,友達元大1A購03,2022/01/17
060524,偉詮電元大17購04,2022/01/17
060525,聯發科元大17購14,2022/01/17
060526,聯發科元大1B購03,2022/01/17
060527,聯發科元大1C購01,2022/01/17
060528,長榮元大17購24,2022/01/17
060529,長榮元大17購25,2022/01/17
060530,長榮元大1C購01,2022/01/17
060531,陽明元大17購07,2022/01/17
060532,陽明元大17購08,2022/01/17
060533,陽明元大1C購01,2022/01/17
060534,華航元大17購09,2022/01/17
060535,華航元大18購04,2022/01/17
060536,東森元大17購06,2022/01/17
060537,東森元大18購01,2022/01/17
060538,東森元大18購02,2022/01/17
060539,萬海元大17購05,2022/01/17
060540,長榮航元大1A購05,2022/01/17
060541,長榮航元大1B購04,2022/01/17
060542,新光金元大1C購02,2022/01/17
060543,中信金元大18購02,2022/01/17
060544,大立光元大17購24,2022/01/17
060545,大立光元大19購05,2022/01/17
060546,大立光元大1C購02,2022/01/17
060547,聯詠元大17購06,2022/01/17
060548,聯詠元大1A購03,2022/01/17
060549,欣興元大17購13,2022/01/17
060550,欣興元大19購04,2022/01/17
060551,欣興元大1A購03,2022/01/17
060552,玉晶光元大18購07,2022/01/17
060553,群創元大17購06,2022/01/17
060554,群創元大1A購02,2022/01/17
060555,華擎元大17購04,2022/01/17
060556,辛耘元大17購02,2022/01/17
060557,辛耘元大17購03,2022/01/17
060558,辛耘元大18購01,2022/01/17
060559,辛耘元大1B購01,2022/01/17
060560,TPK元大19購02,2022/01/17
060561,富采元大17購05,2022/01/17
060562,正文元大18購01,2022/01/17
060563,帆宣元大17購04,2022/01/17
060564,帆宣元大18購03,2022/01/17
060565,台表科元大17購05,2022/01/17
060566,台表科元大17購06,2022/01/17
060567,台表科元大19購01,2022/01/17
060568,樺漢元大1C購01,2022/01/17
060569,惠特元大19購04,2022/01/17
060570,矽創元大17購04,2022/01/17
060571,金融類元大1A購01,2022/01/17
060572,金融類元大1A購02,2022/01/17
060573,中砂凱基21購01,2022/01/17
060574,亞德客凱基17購02,2022/01/17
060575,上銀凱基1B購01,2022/01/17
060576,中橡凱基17購01,2022/01/17
060577,台積電凱基18購11,2022/01/17
060578,台積電凱基19購07,2022/01/17
060579,瑞昱凱基17購02,2022/01/17
060580,友達凱基21購01,2022/01/17
060581,可成凱基17購02,2022/01/17
060582,長榮凱基17購18,2022/01/17
060583,榮運凱基17購03,2022/01/17
060584,榮運凱基21購01,2022/01/17
060585,陽明凱基17購16,2022/01/17
060586,華航凱基1C購02,2022/01/17
060587,東森凱基17購03,2022/01/17
060588,富邦金凱基19購02,2022/01/17
060589,國泰金凱基19購02,2022/01/17
060590,新光金凱基24購01,2022/01/17
060591,新光金凱基31購01,2022/01/17
060592,潤泰全凱基21購01,2022/01/17
060593,健和興凱基17購02,2022/01/17
060594,大立光凱基17購09,2022/01/17
060595,大立光凱基17購10,2022/01/17
060596,聯詠凱基21購01,2022/01/17
060597,欣興凱基31購01,2022/01/17
060598,辛耘凱基17購01,2022/01/17
060599,辛耘凱基18購01,2022/01/17
060600,日月光凱基17購04,2022/01/17
060601,康普凱基17購01,2022/01/17
060602,天鈺凱基18購03,2022/01/17
060603,台表科凱基17購03,2022/01/17
060604,旭隼凱基17購02,2022/01/17
060605,樺漢凱基18購04,2022/01/17
060606,樺漢凱基21購01,2022/01/17
060607,惠特凱基21購01,2022/01/17
060608,南電凱基17購04,2022/01/17
060609,東哥凱基21購01,2022/01/17
060610,滬深2X國泰19購01,2022/01/18
060611,燁輝國泰19購01,2022/01/18
060612,長榮國泰19購13,2022/01/18
060613,長榮國泰1B購02,2022/01/18
060614,萬海國泰19購01,2022/01/18
060615,台新金國泰19購02,2022/01/18
060616,新光金國泰19購02,2022/01/18
060617,華擎國泰19購02,2022/01/18
060618,樺漢中信17購01,2022/01/18
060619,南茂中信17購01,2022/01/18
060620,強茂兆豐17購02,2022/01/18
060621,貿聯兆豐19購01,2022/01/18
060622,富采兆豐18購01,2022/01/18
060623,瑞儀兆豐19購01,2022/01/18
060624,帆宣兆豐18購01,2022/01/18
060625,第一銅永豐17購01,2022/01/18
060626,中鋼構永豐17購01,2022/01/18
060627,燁輝永豐17購01,2022/01/18
060628,大成鋼永豐17購01,2022/01/18
060629,威盛永豐17購01,2022/01/18
060630,漢唐永豐17購01,2022/01/18
060631,富邦金永豐17購02,2022/01/18
060632,國泰金永豐17購02,2022/01/18
060633,開發金永豐18購02,2022/01/18
060634,中信金永豐17購02,2022/01/18
060635,康普永豐17購04,2022/01/18
060636,致伸永豐17購01,2022/01/18
060637,矽格永豐17購01,2022/01/18
060638,晶心科永豐17購01,2022/01/18
060639,惠特永豐18購01,2022/01/18
060640,南電永豐17購01,2022/01/18
060641,寶成永豐17購01,2022/01/18
060642,世紀鋼永豐17購01,2022/01/18
060643,中石化國票18購01,2022/01/18
060644,中鋼國票18購01,2022/01/18
060645,台達電國票17購01,2022/01/18
060646,旺宏國票17購02,2022/01/18
060647,旺宏國票18購01,2022/01/18
060648,旺宏國票19購01,2022/01/18
060649,光罩國票18購01,2022/01/18
060650,敬鵬國票18購01,2022/01/18
060651,技嘉國票18購01,2022/01/18
060652,偉詮電國票18購03,2022/01/18
060653,中工國票18購01,2022/01/18
060654,萬海國票18購02,2022/01/18
060655,富邦金國票18購03,2022/01/18
060656,富邦金國票19購01,2022/01/18
060657,富邦金國票19購02,2022/01/18
060658,玉山金國票17購01,2022/01/18
060659,元大金國票17購01,2022/01/18
060660,兆豐金國票17購01,2022/01/18
060661,台新金國票17購01,2022/01/18
060662,台新金國票18購01,2022/01/18
060663,新光金國票19購02,2022/01/18
060664,永豐金國票17購01,2022/01/18
060665,第一金國票17購01,2022/01/18
060666,大立光國票18購03,2022/01/18
060667,欣興國票19購02,2022/01/18
060668,天鈺國票17購04,2022/01/18
060669,天鈺國票18購03,2022/01/18
060670,天鈺國票19購01,2022/01/18
060671,長榮第一28購01,2022/01/18
060672,華新凱基18購01,2022/01/18
060673,華榮凱基17購01,2022/01/18
060674,台肥凱基17購02,2022/01/18
060675,中鋼凱基17購05,2022/01/18
060676,中鋼凱基24購01,2022/01/18
060677,第一銅凱基17購01,2022/01/18
060678,中鴻凱基19購01,2022/01/18
060679,燁輝凱基18購01,2022/01/18
060680,鴻海凱基19購01,2022/01/18
060681,台積電凱基18購12,2022/01/18
060682,旺宏凱基19購02,2022/01/18
060683,陽明凱基19購04,2022/01/18
060684,華航凱基19購03,2022/01/18
060685,長榮航凱基17購09,2022/01/18
060686,台新金凱基1B購01,2022/01/18
060687,台新金凱基21購01,2022/01/18
